,Ids,Dice_1,Dice_2,Dice_3,Hausdorff95_1,Hausdorff95_2,Hausdorff95_3,Sensitivity_1,Sensitivity_2,Sensitivity_3,Specificity_1,Specificity_2,Specificity_3,Surface_dice_1,Surface_dice_2,Surface_dice_3,Precision_1,Precision_2,Precision_3
0,TCGA-06-0644,0.3507148427345984,0.08275267581351914,0.03989769820971867,71.17588995545343,17.5,17.5,0.2974007194752063,0.06658959537572254,0.029195258889582035,0.9988470774366902,0.9997610948420402,0.9998228749767527,0.17252629895880875,0.14659063083722032,0.14271528676447404,0.42731902602173966,0.10927717700626068,0.0629878869448183
0,TCGA-06-0130,0.4503311258278146,0.30764962126467077,0.28308002593099474,54.2997413811751,61.568448316690585,60.066694702638664,0.4936382796034658,0.272955541332283,0.24154886293792255,0.9974296774667817,0.9995138228061207,0.9996389448944775,0.17948268975502094,0.1308565866433352,0.23043537525234584,0.41400981996726677,0.35244755244755244,0.3418580375782881
0,TCGA-06-5417,0.6429742279723745,0.48609071941890114,0.2600754417311892,54.639718686092465,27.5,25.074611634325407,0.5443454824545747,0.345387060819529,0.23982964290532077,0.9974451145333273,0.9993016499065515,0.9984214726818956,0.3148196041482653,0.2852095995061036,0.4618348075195794,0.7852523527316577,0.8202396630634625,0.28405459691408746
0,TCGA-76-4932,0.1627214741318214,0.06356311548791406,0.052901373795366004,46.11890203593316,22.973810793188047,23.30616993399807,0.08931766902668638,0.03282478039759593,0.028037383177570093,0.9999160160478693,1.0,0.9998874528278051,0.06803866133285505,0.038571492146565696,0.12364254736820768,0.9132856006364359,1.0,0.4673913043478261
0,TCGA-06-0238,0.6520054105810296,0.7974100300708119,0.6310753795554965,44.238790103738275,5.0,5.0,0.5259157554062669,0.6849845846179485,0.5696635278594134,0.9993483080348989,0.9999639481446115,0.999821391426234,0.3681069637163395,0.6168674727828966,0.7226685268314487,0.8576226460357442,0.9539863061390275,0.7073279714030384
0,TCGA-14-1825,0.31589021732728667,0.17368217802664607,0.1441603649021726,36.0,24.31010994036226,24.13950745795158,0.1935443129330254,0.09780894905670635,0.07955222891965291,0.9991254479292192,0.9997450378477691,0.9998231724704798,0.2486979305487604,0.1494731874918151,0.19032226989440423,0.8587095741274415,0.774429616874731,0.7674121405750799
0,TCGA-02-0059,0.2324513955429172,0.2529454379074999,0.22793871326057444,76.68055311852217,78.81709071681408,32.5,0.13431143178611613,0.14646962716554557,0.1348774126238915,0.99959694632339,0.9998673124463106,0.9996107926138201,0.15292261319128292,0.19001105634975438,0.27486251735031647,0.8631355445885458,0.9263638056227891,0.7352138307552321
0,TCGA-12-1598,0.12338537387017255,0.0,0.0,45.5,45.5,39.41176978589328,0.07357033669109865,0.0,0.0,0.9968303765846812,0.9981304153310048,0.9982134144591454,0.24068250035238106,0.06608407561110712,0.05227737614389034,0.38212540716612375,0.0,0.0
0,TCGA-14-1456,0.24480710262627817,0.1979203877308669,0.22446898895497025,39.07759181479193,36.0,36.381949684282425,0.1441413538605649,0.11090673014499026,0.12978974258203968,0.9993104117393213,0.9998596231648089,0.9999585843615161,0.22085123089517786,0.13495631538914438,0.2091492996076384,0.8116466034284742,0.9187057452720265,0.8297738693467337
0,TCGA-02-0070,0.0,0.0,0.0,52.0,39.0,33.616994094721925,0.0,0.0,0.0,0.9993156300261415,0.9998917483595101,0.9999172514759472,0.007057978187911044,0.0,0.0,0.0,0.0,0.0
0,TCGA-02-0027,0.9247280817402769,0.8825853742340657,0.8408682096174601,2.629473719560303,6.540727701568524,1.5,0.8941162410867227,0.8375176611237909,0.8277164610753703,0.9998153003850566,0.9998973210089782,0.9998528577108196,0.7529110081302459,0.7705557733785261,0.916381212000566,0.9575103451217951,0.9327792123950936,0.8544446475354902
0,TCGA-06-0188,0.5270622026748047,0.011032791909285933,0.009696186166774402,17.72456364060904,20.0,20.0,0.43282555282555285,0.008674698795180723,0.007444168734491315,0.9990385694815579,0.9997373367699561,0.9997611368270665,0.3067401434398698,0.1226184285444138,0.1150944298821821,0.6737550676967796,0.015151515151515152,0.013901760889712697
0,TCGA-06-0162,0.5334865275564286,0.5236962893325222,0.4770934756266077,21.0,18.024423542622184,18.0,0.3786698937177733,0.36407207114847373,0.344075800318901,0.999289566489454,0.9996891005682467,0.9990313391690666,0.26374662868048915,0.25926994640694595,0.36012287764707784,0.9024451410658307,0.9325761554621849,0.7777777777777778
0,TCGA-06-5408,0.7016327941910946,0.6819618198346392,0.5187533312761242,15.715363700850197,15.0,12.535106950082238,0.568035632083805,0.5434287685408762,0.4288497217068646,0.9990605728289144,0.9996706913989923,0.9989084279016742,0.3247614054314658,0.32725049191998357,0.4636506064557818,0.9173967207844398,0.9152916569834999,0.6563498260807837
0,TCGA-06-0142,0.5500139314572304,0.5464449722882027,0.49551087037174446,18.024397528072885,18.0,18.0,0.4192778395873369,0.3858574112174613,0.3544585987261146,0.9985618330317703,0.9998382523800203,0.9996067020598295,0.33678034573058535,0.323014219820763,0.4236571290761347,0.7992210997146603,0.9359878485407399,0.8230219373921617
0,TCGA-76-6662,0.12177282252006484,0.1382968735330016,0.12369398365932162,42.0,42.0,42.0,0.07417754443427581,0.08084966244030957,0.07016459749452278,0.9987721798608772,0.9993399964991119,0.9995306990452902,0.24138096892462194,0.21750212381835682,0.18192618117408002,0.33980582524271846,0.47778138177100227,0.5217209690893901
0,TCGA-19-0963,0.16767612368504942,0.1455761569861801,0.0861127956337174,36.96910165988704,37.5,30.0,0.09183281539159886,0.07900074730436639,0.05356873396710427,0.9999096795771216,0.999894517199015,0.9988923510834876,0.06964636044814525,0.12809106083525695,0.15157408243182108,0.9630172098132552,0.9255784865540964,0.21940667490729296
0,TCGA-76-6280,0.043840911402705726,0.03878556668256239,0.03473830477072719,42.0,28.0,28.026363495488493,0.026511656517192592,0.03211371413529876,0.024374390640233994,0.9981666227946612,0.9985501048879818,0.9992869910103386,0.18853684617437177,0.18253425290396774,0.14869314949726056,0.12657856093979442,0.048956661316211875,0.060435132957292505
0,TCGA-08-0360,0.8752742394970365,0.8841332925710792,0.7943551320288063,92.75409041687865,2.076773526711567,2.8726212985703494,0.9333100558659218,0.9367711842446229,0.9452908587257618,0.9996481817877,0.9998266973742004,0.9996907897458934,0.4714429761679101,0.563411704530736,0.4811506525441712,0.8240335409088106,0.8370962139631817,0.6849830636055702
