,Ids,Dice_1,Dice_2,Dice_3,Hausdorff95_1,Hausdorff95_2,Hausdorff95_3,Sensitivity_1,Sensitivity_2,Sensitivity_3,Specificity_1,Specificity_2,Specificity_3,Surface_dice_1,Surface_dice_2,Surface_dice_3,Precision_1,Precision_2,Precision_3
0,TCGA-76-6661,0.8914475590672875,0.42869160088003105,0.0,5.702589872154581,15.0,inf,0.8693620709145032,0.864205583094182,,0.9978944010833267,0.9840360838112805,0.9909420013427734,0.6977090935718642,0.3363041361888951,0.0,0.9146844275293371,0.2850443163238964,0.0
0,TCGA-12-1601,0.8756942865495176,0.36929219600725954,0.463701821262177,8.338092822030946,22.5,30.635861386312953,0.8092936691381742,0.9361428045638572,0.845797280593325,0.9995538113462242,0.9942150759286147,0.9980202886468035,0.6983756899746122,0.2597192537611367,0.5057947938748741,0.9539648278546407,0.2300144691625972,0.31940716536351965
0,TCGA-06-0188,0.8911444801620503,0.2800760122789066,0.8243807403284164,2.8125,21.070009788796966,2.5,0.9944471744471745,0.9233734939759036,0.7349875930521091,0.9989109798746556,0.9978243851603806,0.9999782239400615,0.7341237543079243,0.14211964451551207,0.8544003843309739,0.8072841870113292,0.16507280089601103,0.9385297845373891
0,TCGA-19-5954,0.4255784509807519,0.06478796169630643,0.0,20.518284528683193,45.60701700396552,33.481338085566414,0.3739286888893188,0.1147453602752338,0.0,0.9952168698595775,0.9960122668863721,0.9990413183134299,0.20535325385921196,0.0646917617318108,0.0012137467796145436,0.49378342473686004,0.04513657244153022,0.0
0,TCGA-06-1084,0.8786245201339541,0.6447482908638906,0.48719262295081966,7.7308230480331135,9.421758394800834,9.652153257175312,0.8092837797171231,0.8363431151241535,0.3321110529072813,0.9998027027466306,0.9978843593807802,0.9999194599587761,0.7624911357494084,0.37263590965309634,0.5827728130885352,0.9609612292299446,0.5245752427184466,0.9139836617011052
0,TCGA-14-3477,0.9255529494935362,0.4463107915924794,0.8674886621315193,7.1875,21.405576018700895,3.270361864325233,0.9401859650960122,0.9608022756858396,0.864853408689509,0.9979663309052315,0.9920578241096776,0.999701950049308,0.7299599181023453,0.21561439485297895,0.8598815023455262,0.9113684485309047,0.29066511085180863,0.8701400241666074
0,TCGA-08-0522,0.9199832814749455,0.8183663946933679,0.741377975447984,6.230320580134701,16.404806484114648,8.125,0.8870678846498299,0.8308665369251255,0.5965500055377119,0.9993063472727837,0.9980622139168726,0.9998856501774471,0.6148502166034943,0.27243295308430276,0.3026094572798139,0.9554355165428764,0.8062367996024351,0.9790734134648156
0,TCGA-02-0011,0.9248842422160048,0.7232183143745993,0.47097461388247824,19.372630903545343,7.370297759419222,14.168213763562434,0.8844384641862503,0.740144850046177,0.3142992536429333,0.9993913395342595,0.9957565301613245,0.9998852481874885,0.7713824279591938,0.5858578319496799,0.45482961564812996,0.9692065016116864,0.7070486627043091,0.9391150442477876
0,TCGA-06-0238,0.895116082502939,0.4136710239651416,0.8680130048768289,41.10485792647542,37.03959298212542,7.975642285758594,0.847110528122395,0.9492958920089992,0.8326635878366221,0.9996594218626641,0.9971188975642675,0.9999349192168873,0.7711422973949614,0.09744978658511226,0.9039762581945178,0.9488894229118747,0.264455999442884,0.9064968984655566
0,TCGA-19-0963,0.6934796763091805,0.7017485665545183,0.3426674364896074,21.08448870763766,19.010920548402076,20.795379653697267,0.6508257969901183,0.7904878829934878,0.35823147728987476,0.9942078675348158,0.992321029370312,0.9957421730089726,0.37130042870331115,0.4135428100115741,0.4485646542095567,0.7421165790731008,0.6309219495569189,0.3283995020058099
0,TCGA-12-1094,0.9189324735805122,0.7349458301839255,0.9121403976452294,4.192627457812105,10.93303480283494,1.3258252147247767,0.9841172408501496,0.9708770178066234,0.8620617258030653,0.998560988942152,0.9971910797105134,0.999906752055804,0.8389611556230614,0.3900923989911784,0.9580792207145021,0.8618465260045692,0.591263808655113,0.9683962264150944
0,TCGA-19-5958,0.5472327471744551,0.580156191892897,0.2077135111738843,22.15851980616034,23.323807579381203,12.649110640673518,0.5056152879455825,0.6206100918161132,0.16855843531630124,0.9958594875262206,0.9973957012537231,0.9990210949225721,0.19938671465794877,0.13930088148078895,0.32172927168852206,0.59631581423799,0.5446534556677419,0.2705637982195846
0,TCGA-76-6657,0.9527825412859123,0.30496050552922593,0.36576372557558867,2.2728870682460225,15.246989969334932,8.591533805147948,0.9625735712929562,0.9965583700440529,0.8671530837004405,0.9988949021651413,0.9853166460034486,0.9907015518789278,0.8902439208239308,0.12677626050906288,0.3424216049870698,0.9431886888981907,0.18002536619333018,0.23175981456271386
0,TCGA-76-6282,0.9017282723613164,0.5402789166317187,0.5530236717021978,9.375,24.32103400993675,13.97126655183774,0.868877009128348,0.7690227680739127,0.4318960321077314,0.998824125870486,0.9922539123054581,0.9994351436555605,0.5780270302024605,0.08103458732204497,0.4455058657356547,0.9371612874154465,0.4164168051659217,0.768574717455002
0,TCGA-76-6656,0.9566546493661843,0.7325363410061771,0.32760514145179503,2.15625,11.508828133220167,9.969484690795207,0.9460609545715929,0.9133500229908548,0.3030216321391782,0.9993573851720364,0.9925096954881442,0.9937067261278372,0.9028093003027069,0.6504117846970608,0.2306679806380752,0.9674882806593075,0.6114826153135743,0.35652964347035654
0,TCGA-06-0130,0.8895549191865262,0.5735118653055813,0.8243148769574944,50.15844037273288,13.25917282723549,3.28125,0.9537376733536284,0.9584461621781301,0.7247080516287646,0.9992989594371843,0.998658359047442,0.9999738967561829,0.7548468083133579,0.26655117623818403,0.8443656399974494,0.8334659723959162,0.40917689591390616,0.9556654238936618
0,TCGA-06-0190,0.9377091148737706,0.6754186105384977,0.8585907335907336,2.5,20.3125,2.829807855667943,0.9277850228218889,0.973773397987382,0.7610927759442611,0.9991098347192011,0.9962349022211854,0.9999583755149682,0.8767125443375791,0.2315671126958706,0.8452844758516701,0.947847809377402,0.5170113224261551,0.984738257156413
0,TCGA-76-6280,0.9532100108813928,0.362073684786774,0.7178329571106095,1.9216209181638817,19.108174021950003,14.173175588060708,0.9699206495663406,0.8704922347986312,0.6200844978875528,0.9993471598989732,0.9931720340315465,0.9997975935029348,0.9061871759175928,0.11821395167415358,0.6533488656613042,0.9370654305580317,0.228573403372961,0.8521661456007146
