,Ids,Dice_1,Dice_2,Dice_3,Hausdorff95_1,Hausdorff95_2,Hausdorff95_3,Sensitivity_1,Sensitivity_2,Sensitivity_3,Specificity_1,Specificity_2,Specificity_3,Surface_dice_1,Surface_dice_2,Surface_dice_3,Precision_1,Precision_2,Precision_3
0,TCGA-12-1098,0.9380698358281737,0.6686617432235027,0.9467567655796036,3.679231327881206,21.645287319293445,1.0918300671385692,0.9941534510299322,0.9978503088288725,0.9128450473702433,0.9985281348259375,0.9980226360274248,0.9999700909423422,0.8100754289342896,0.17874351693707546,0.9593137725577036,0.8879760528180835,0.502791847195948,0.98328530259366
0,TCGA-06-0149,0.47814852396347074,0.7814034074501877,0.5898391853541818,67.02706134931621,7.170496190989853,5.625,0.3292038992688871,0.7743227775658146,0.4215046922220455,0.9996772367117317,0.9998219735475817,0.999994710294846,0.2525659301298798,0.5749481628256425,0.6415961778976692,0.8732330632649543,0.7886147270254518,0.9820270520659625
0,TCGA-06-0646,0.7645481092263894,0.6993986229336742,0.8907193335517387,13.641625167925556,10.021799520800185,2.5,0.7825207060675337,0.991515650741351,0.8364243649468225,0.9992500399287987,0.9994569040306374,0.9999748714294567,0.5687484610597093,0.3345183137471872,0.8635260497429822,0.7473825503355704,0.5402360755800907,0.9525525525525526
0,TCGA-76-6193,0.891296995932092,0.42325474636849525,0.6826347305389222,4.308931947855524,22.92712001170775,4.448078280631424,0.9629258464734406,0.7618035882908404,0.5451936872309899,0.9987879046076417,0.999504877895531,0.9999861362471126,0.5862066910267831,0.26594916774293653,0.5015333550099582,0.8295867939545739,0.2930306469920545,0.9127301841473179
0,TCGA-06-0182,0.9425454920755739,0.8253622581455733,0.8658424063480347,2.6700011704117284,16.39955220425241,2.6516504294495533,0.9499908979793514,0.9587001994454444,0.8025085518814139,0.9990077322771104,0.9985473512867605,0.9998259623815168,0.8756358017703398,0.49158169561124976,0.81769807672073,0.9352158830532123,0.7245854627008346,0.9400293842660612
0,TCGA-06-0119,0.5146930844151973,0.733493846976993,0.5774389051808406,57.494904665544055,18.58521337649907,8.38525491562421,0.5878812636165577,0.7628401313226866,0.5185757426785589,0.9892902845427685,0.9976317701770064,0.9983605693702753,0.24960445989134672,0.38273312849308194,0.4975427495997004,0.4577104933952463,0.7063218094698336,0.6513761467889908
0,TCGA-06-0192,0.935744312111074,0.8721394884185582,0.7535951601705841,2.6700362902247123,4.744811390947322,2.524565306265188,0.9424973731484934,0.9142373541803658,0.6074062231459462,0.9993092564303323,0.9991920713658241,0.9999875553443736,0.8128799440139577,0.6127557638992932,0.7599327358647325,0.9290873349557005,0.8337479178234314,0.9924571428571428
0,TCGA-06-0184,0.9380427374413663,0.8789437798301618,0.7067827922934812,2.8125,3.762998305872592,5.625,0.983819967707212,0.868845929965381,0.5487030283161907,0.9985480140523908,0.9992464709938281,0.9999793361536998,0.7860506879862074,0.6069191512222338,0.5645129177519369,0.8963361375442468,0.889279106958076,0.9928078890783718
0,TCGA-02-0106,0.9525417290932495,0.9037476760494472,0.7921339004584875,1.7469281074217107,7.583454955526538,3.4938562148434213,0.985288339808792,0.9566358237812457,0.6596136154553818,0.9987119557052885,0.9984439118301552,0.9999579005892582,0.9142935963084158,0.7321062905427946,0.7882675589174742,0.9219018054080549,0.8564010632379304,0.9912899211945251
0,TCGA-06-6389,0.8877393384592297,0.6504130335016063,0.8337227100620317,15.0,10.271043578647737,2.524565306265188,0.9660512209648601,0.972829195744194,0.7562847120724934,0.9990676432089388,0.9984882415295426,0.9999326984868447,0.711841669256865,0.3103346419084892,0.8527476491722142,0.8211719362424876,0.48851036939162407,0.928827858553222
0,TCGA-06-0644,0.8208440870641942,0.6219761002623142,0.7891818999100989,67.16615698270091,12.735493883673145,2.5,0.970268745150596,0.9868208092485549,0.6571428571428571,0.9988608500715055,0.9994778179486723,0.9999966416973473,0.6450006822663293,0.29133996626714587,0.7739180356998137,0.7113012901724539,0.4540908607298649,0.9876242265141572
0,TCGA-06-0162,0.9368319278079175,0.909617905030749,0.8264013828623841,5.645878597672135,3.0,4.00484111428434,0.9176575818162686,0.9249814183561011,0.7183245431129646,0.9992813481069412,0.9987149288336973,0.9998017961618552,0.8624292973297696,0.7723800038836166,0.7689459362389699,0.956824665350011,0.8947564150241726,0.9727597375633253
0,TCGA-76-4934,0.8022884427190313,0.45314473351856527,0.00018944177822682496,70.49091946174698,14.560555127638507,25.496821186669525,0.6981863102925487,0.45202312138728323,0.00014203872922683586,0.9992988710893836,0.9943513312252452,0.9967601228499493,0.35442268687723855,0.3555401168221271,0.1667308876286672,0.9428744755067995,0.45427192564346996,0.0002843332385555871
