,Ids,Sensitivity_0.0,Sensitivity_0.1,Sensitivity_0.2,Sensitivity_0.3,Sensitivity_0.4,Sensitivity_0.5,Sensitivity_0.6,Sensitivity_0.7,Sensitivity_0.8,Sensitivity_0.9,Sensitivity_1.0,Precision_0.0,Precision_0.1,Precision_0.2,Precision_0.3,Precision_0.4,Precision_0.5,Precision_0.6,Precision_0.7,Precision_0.8,Precision_0.9,Precision_1.0
0,Patient_43414,1.0,0.837003921245459,0.8045283174354643,0.7842010204852455,0.768419896028623,0.7542113901536222,0.7386568875886744,0.7215228991120543,0.6996161162501631,0.6580893714332805,0.0,0.016310147849462366,0.026200105503780553,0.025243839766594733,0.024640628283910237,0.024170785136311823,0.7377953337767119,0.7454656344646434,0.7543238683275298,0.7669075579644685,0.788975794500247,
0,664_18_4,1.0,0.9727619762821115,0.9581182139616383,0.9476360336681373,0.9373259488719923,0.9265778028098501,0.9155011107982102,0.901717825964517,0.8819111987233643,0.8457554992333928,0.0,0.007159274193548387,0.009823521976806648,0.009682680774943326,0.00958083548188102,0.009479809834179278,0.8903471188682933,0.9042681419211275,0.9186923187273858,0.9364254032592987,0.9633952916436477,
0,Patient_103614,1.0,0.9170802616550722,0.8999896168622158,0.8897933755580937,0.8810715398193334,0.8726404319385318,0.8634202055861281,0.8521025854013082,0.837150866992005,0.8054822967500779,0.0,0.005393705197132616,0.007884519867697464,0.007743569374709319,0.007659249211963215,0.007586841511402972,0.7261197124688968,0.7411408199643493,0.7577654662973222,0.7806847670320307,0.817777402964306,
0,Patient_55317,1.0,0.8723071737198541,0.8248398860049643,0.7934912511874483,0.765758587932461,0.7399564857659424,0.7117028774553367,0.6839395703735482,0.6496491281831275,0.5970949652192565,0.0,0.003655129928315412,0.0049093403537394786,0.004646123403191752,0.00447172618405158,0.004317048133471402,0.6869115011521065,0.698223251059736,0.7109546714235657,0.7280469796352896,0.7538884160024762,
0,Patient_62817,1.0,0.6485576452150064,0.6244979919678715,0.6109437751004017,0.5996302282299931,0.5895288470956999,0.5786438436673523,0.5670731707317073,0.5516700950142032,0.5234229601332158,0.0,0.009147849462365592,0.008950571701735703,0.0086233948217701,0.008438874940700232,0.008284652492213208,0.9419544165117871,0.9489187398349497,0.955775223393937,0.9644661357992979,0.9762720380012789,
0,Patient_73415,1.0,0.6104101603164689,0.5833645638142827,0.5659795960857797,0.5520924422236102,0.5392671247137206,0.5277326670830731,0.5134499271288778,0.49527378721632315,0.46464709556527173,0.0,0.005379704301075269,0.004753573165189343,0.004544706946772478,0.004410292868171602,0.0043028734828302094,0.8707096513934178,0.8809300385778334,0.8927705173225211,0.9060714557781672,0.9316995783409177,
0,1360_18,1.0,0.7434448220354141,0.7140046503308889,0.6924342693614738,0.6773564657485244,0.662904668216777,0.6479878375961367,0.6323555714541227,0.6108030763727419,0.5730280808442139,0.0,0.006262320788530466,0.007119087052359527,0.006841972208772704,0.006637944647902079,0.006495252776488595,0.9096777360528189,0.9209904161476472,0.9325297391396091,0.944884068396879,0.9628828179003998,
0,Patient_63916,1.0,0.5150324113454375,0.47586014724430237,0.45003373126448243,0.42878303464054207,0.4088229255272343,0.38852550376910217,0.3661162115390256,0.3356847446689936,0.2726659431554865,0.0,0.007637320788530466,0.0058558166478075956,0.005428143637443434,0.005144032404420254,0.004909242732055624,0.154405166779293,0.15415769566482398,0.15349520711769155,0.1515316019092889,0.14202991550931232,
0,244_19_4,1.0,0.9636971265685921,0.9448248746764523,0.9317191441957996,0.9190393499557682,0.9066216703253498,0.8929589462992693,0.8772648340486878,0.8557386717342158,0.8157661937682251,0.0,0.003418570788530466,0.004763015178234544,0.004671265955676997,0.004607339988217963,0.004545364684088242,0.9182041412264401,0.927732579909453,0.9381241021688098,0.9508865183674955,0.96616220411331,
0,1036_18,1.0,0.9233680122681789,0.8979049216138392,0.8796129786741099,0.8646307962180471,0.8501009476947519,0.8346223011661389,0.8167275294844496,0.7930848070961265,0.7505433523460685,0.0,0.010152441756272402,0.015269288251760908,0.01486306628379331,0.014568393370923293,0.014326196588664809,0.9714321734745336,0.9775293965628634,0.983447359681169,0.9885857307882722,0.9946342675848356,
0,1366_19_4,1.0,0.848442193803107,0.8147455154064028,0.7921208479958802,0.773461505450176,0.7548279117672303,0.7352931078877349,0.7121877950390525,0.6831945755729122,0.6300746717019998,0.0,0.013049955197132616,0.016004279378389205,0.015390394711434557,0.014975564305680004,0.01463215196031153,0.8910876041096724,0.8998466450989454,0.9092672342943555,0.920102645906301,0.9349091325887342,
0,1769_18,1.0,0.9349564891046842,0.9187483873994323,0.906480895081275,0.8966059156052822,0.886754392137546,0.8753078601083668,0.8602725588159407,0.8416719442685244,0.8043768911406657,0.0,0.004775201612903226,0.006818719900808666,0.0067042435676044464,0.006616801807215919,0.006546283551950947,0.8854874221202043,0.899399869851293,0.9139069547232812,0.9298522933402436,0.9543860625626183,
0,Patient_30515,1.0,0.9738781844045002,0.9638562006983059,0.9557416267942583,0.948532264321738,0.9403530324582956,0.933693262640631,0.9243178585283849,0.9111922927712401,0.8870425449372817,0.0,0.003464605734767025,0.005354842769486853,0.0053031534677187835,0.005260437287306212,0.0052221347317880275,0.6796980885170818,0.6954584858408784,0.7124417532580798,0.7344816803043728,0.7731845464536309,
0,Patient_4314,1.0,0.9032074613284804,0.8717739267102325,0.8495429729506163,0.827984117793035,0.8076247001406237,0.7858900653486641,0.7608466374389942,0.7261560095955001,0.6658325750682439,0.0,0.010832437275985663,0.014455975810224585,0.013973134312032249,0.013628195956343197,0.013291436438181857,0.8450852042196375,0.8557387016145376,0.8672025079256579,0.8805135534993355,0.9029516931921756,
0,Patient_20717,1.0,0.9085935404150848,0.8815715667704515,0.8635894350911707,0.8491191844631781,0.8353317995951581,0.8219590117956931,0.8060173480420451,0.7839705392200698,0.7436570713188252,0.0,0.013778113799283153,0.02130032878512638,0.020697484401449088,0.020292629067489597,0.01996550941093805,0.8899156461642388,0.8980291497544208,0.9057598319097429,0.9155701129782589,0.9316237575362555,
0,Patient_56716,1.0,1.0,1.0,1.0,1.0,0.9999697144068567,0.9998485720342833,0.9996971440685666,0.9993337169508465,0.9973651533965293,0.0,0.0036983646953405017,0.005864886472288283,0.005879912243836768,0.005888252491348358,0.005894317505903422,0.18749574105621805,0.1930869107497953,0.19967335087560112,0.2094808212394774,0.2348226636813508,
0,983_19_4,1.0,0.9044103817942448,0.8819588113597894,0.8656197103629867,0.8519371826217792,0.8384427308632688,0.8243370321609931,0.8080919691555388,0.78632217415836,0.7461914613503856,0.0,0.004764336917562724,0.006252316989708462,0.00609949815511114,0.005987897356836074,0.005894288941824029,0.9514205682272909,0.9596321738416487,0.9669733029510226,0.9758709225652098,0.986112405629602,
0,725_19_4,1.0,0.7322170334631957,0.7105575479243531,0.6979669238112438,0.6875564385046053,0.6779844681235326,0.6686834025645656,0.6580149126654454,0.6430248458422559,0.6144766376841507,0.0,0.008682571684587814,0.009896370563632826,0.009612635954026326,0.00944727050623436,0.009310040705444587,0.8208155679457746,0.8350651652087059,0.8509417279749095,0.8711594253556573,0.9042123047134532,
0,1295_18_4,1.0,0.995732208967503,0.9914129987659399,0.9878650761003702,0.9835458658988071,0.9796380090497737,0.9736219662690251,0.967040312628548,0.9563965446318388,0.9300185109008638,0.0,0.0021783154121863798,0.003253608035412159,0.00324502050669175,0.003236567075797362,0.0032248498214345624,0.13818413914153502,0.1413428880677789,0.1451661456524256,0.15003629910462207,0.1597198919128945,
0,Patient_135915,1.0,0.9696418479796552,0.9587100875953659,0.9505333427521899,0.9438577281717999,0.93591056795705,0.9283342752189884,0.9177733823113874,0.9032918903645097,0.8754944899689178,0.0,0.006342293906810036,0.008901663892108039,0.008807010695895961,0.008735051066040413,0.008676149039828142,0.8219592393833173,0.8354019992689478,0.8490254701106047,0.8647022028368075,0.8912179775280898,
0,1185_18_4,1.0,0.8034386886258761,0.7794779217268742,0.7621782866410519,0.7478616801498272,0.7347228389936864,0.7211978452686657,0.7057710501419111,0.684156160098855,0.6391114629390072,0.0,0.011602374551971327,0.014205672881204046,0.013799401011348791,0.013503140659040696,0.013257039358183237,0.8806947707048381,0.893088978947746,0.9059231722428749,0.9214895913245869,0.9442194140970419,
0,Patient_107017,1.0,0.7902903400368861,0.7638516162519741,0.7468221625860032,0.7335586257164629,0.7208362323162045,0.7084009762669936,0.6935802714552342,0.674198500259528,0.6373786568598218,0.0,0.010142137096774194,0.012052614479205283,0.011659616604510478,0.011405544838073444,0.011207453210321258,0.8695264104442816,0.8785421774204594,0.8882021836284437,0.9006255163460404,0.9184277530235518,
0,Patient_61715,1.0,0.9507904057128048,0.9297705087966829,0.9153061322429862,0.9027229884726501,0.8907157322890572,0.8776334859435438,0.8620941192279267,0.8409302504151189,0.7972971675928858,0.0,0.011669690860215054,0.0167270219585644,0.016380017764887646,0.01613817334689195,0.015926216365367573,0.8357062452159034,0.8477706592988865,0.8610115224601699,0.8782213846816956,0.9051365310436507,
0,Patient_73717,1.0,0.8406562931305062,0.7982878935759462,0.7727137875732547,0.7523938102752183,0.7345289127565258,0.7157696954583174,0.6929215449374191,0.6617407418554556,0.5985966058844522,0.0,0.02605051523297491,0.03439437739121043,0.03275018662482131,0.03174915838239825,0.030949328391562038,0.907943897915039,0.9117312010515363,0.9152912979769869,0.9197592838275545,0.9265340077199521,
0,351_18,1.0,0.9269799530635904,0.9099301608844403,0.8993129188226313,0.889925636893149,0.8805666299092374,0.8711086606158284,0.8597845449147511,0.8439081629767863,0.8154494302598467,0.0,0.00792271505376344,0.010877326044733581,0.01068373904805948,0.01056287160262667,0.010455564845995184,0.896149861878453,0.9058792396242227,0.9159587926983553,0.9281926886535741,0.9471264367816092,
0,1501_18_4,1.0,0.8486616691239072,0.8247399132005732,0.8095811616172104,0.7969142596091949,0.7835620989679589,0.7702307037398509,0.7533899536931288,0.732333824781444,0.6939385759079677,0.0,0.005393929211469534,0.007362489046971199,0.007158125049562767,0.007028397704877604,0.006919835605896276,0.9521094065401695,0.9595405629139073,0.9667457166457939,0.9747920064125598,0.9851714277291354,
0,Patient_46311,1.0,0.9773364792240137,0.9669812557346965,0.9586708611875737,0.9511993708218639,0.9443963822257176,0.9363874688687901,0.9256783326779394,0.9102110368331368,0.8706776772840477,0.0,0.00854502688172043,0.012132757534095666,0.012015950033089428,0.011919314955149172,0.01183145520034904,0.83197265557339,0.8469819664939592,0.8626502491937849,0.882024184534092,0.9117287763365589,
0,1255_18,1.0,0.957920172091173,0.9382799723003934,0.9242975644973552,0.9123778933565145,0.901077043214333,0.8882880759087092,0.8730385584417498,0.8516745001547052,0.8066479055855962,0.0,0.00760203853046595,0.010714421085071004,0.010504457078648497,0.010353266668284029,0.01022397681394109,0.805216521178128,0.8177884484957001,0.8317051260457021,0.8480509382198032,0.87581385676121,
0,668_18_4,1.0,0.9285558922900686,0.9022084306077172,0.8838217594942216,0.8687847106419384,0.854139176079927,0.8388266171715267,0.8202804402360686,0.7967170801734264,0.7541290257094384,0.0,0.007724350358422939,0.01098333392792946,0.01067916789030523,0.010465762579271056,0.01029082566553975,0.9554892291720737,0.9623209621878795,0.969394225002142,0.976851687231092,0.9871310619720983,
0,Patient_99715,1.0,0.8123776650600888,0.7845326542209501,0.7671374150232568,0.7529833940184791,0.7395449666407089,0.7253593753288574,0.7093847999494876,0.6878959442678846,0.6466651232294319,0.0,0.010643593189964157,0.013165299832596367,0.012723991733185825,0.012447423560221315,0.012221903568355837,0.9725301338204564,0.9782294002441032,0.9832550541147641,0.9884025100173887,0.9947550749506264,
0,990_18_4,1.0,0.8160377358490566,0.7761006289308177,0.7504323899371069,0.7314858490566037,0.7126179245283019,0.6923349056603774,0.6717374213836478,0.6433176100628931,0.5950864779874214,0.0,0.002849462365591398,0.0035041109162507363,0.0033340481903703693,0.003224594138775276,0.0031437573382212575,0.7885945452172778,0.8011735807860262,0.8148872252157742,0.8332569624764523,0.8592428628185481,
0,Patient_96316,1.0,0.93227951469902,0.915159822678488,0.9042522165188988,0.8920905272981802,0.8815037330844611,0.8691378908072795,0.8558679421371909,0.8364442370508632,0.7995508632757816,0.0,0.0038405017921146955,0.005362774966782537,0.005266594160574141,0.005205188164908016,0.005136238439139655,0.8556989977917445,0.8689604898673275,0.8857030754836568,0.9039619251741419,0.9296686900200075,
0,Patient_2317,1.0,0.8313289694017354,0.800045669051606,0.7801035165169736,0.7601613639823414,0.7474501446186634,0.7304003653524128,0.7079464149794489,0.6812300197899224,0.6361698888719745,0.0,0.0014715501792114695,0.0019012340091458372,0.0018306903188163475,0.0017855755323363566,0.001740316602745856,0.5154314507663238,0.5322831151542046,0.5488934789023311,0.5711186267628103,0.6044258027191206,
0,1546_18,1.0,0.9593229500996655,0.9467211730126017,0.937058684415014,0.9275313355180919,0.9185445454238319,0.9094226156289064,0.8986452245008277,0.8817189769924659,0.8535085644785296,0.0,0.0033153001792114696,0.0046235258084575594,0.004564289670000326,0.004518591455860973,0.0044733587161489815,0.8821544451654769,0.8962210754120193,0.9106751574910983,0.9278629075265759,0.9519198161196729,
0,Patient_24616,1.0,0.9708483789555427,0.9568627450980393,0.9466666666666667,0.9377674238012037,0.9289147738303242,0.9190914385556203,0.9073810910502815,0.8896757911085226,0.8498699281692875,0.0,0.01442372311827957,0.022910433784757996,0.02262081676899762,0.022402942390438628,0.022209311649456248,0.8477145489334562,0.8602641353093814,0.8738912571984144,0.8896757911085226,0.9183147755019845,
0,Patient_70716,1.0,0.9827369913821316,0.9764644922002836,0.9718828406239773,0.9673284607832442,0.9626786298680048,0.9579060761426857,0.9516881204319843,0.9417884804188938,0.9191665757608815,0.0,0.00821415770609319,0.013442758042852311,0.013371779923769091,0.013317523359945708,0.0132615308861503,0.7464948082982638,0.7606162974512224,0.7769107464879667,0.7978628776064229,0.839316175463499,
0,662_17,1.0,0.9782329656125737,0.9669948926010036,0.9590330948683655,0.951520101968458,0.9446174836410638,0.9371673234177386,0.9276975414471264,0.9128510775804034,0.8789663127092553,0.0,0.012478382616487455,0.018399853317129785,0.018217773160060714,0.018084406648727205,0.017955113064230782,0.7499893099958665,0.7639406156480255,0.7793857036204725,0.8003053338999323,0.8387337153429093,
0,322_18_4,1.0,0.9476065864925888,0.9279850358516055,0.9140128291120705,0.9017505408443786,0.8894788055133062,0.8764796463019471,0.8607502857736673,0.8380206512805495,0.7894816396323203,0.0,0.011856294802867384,0.017207067545635432,0.016871588711785585,0.016629309116496946,0.01641474959480316,0.9236942275242318,0.9347626771986741,0.9461665472444625,0.9591708746472325,0.9771523449832209,
0,1764_18_4,1.0,0.9574145255917459,0.9437419920426192,0.9328848877200081,0.9228538674219435,0.9134634837143435,0.9026569559646639,0.8888664104120305,0.870136219569762,0.8370085642996831,0.0,0.006643817204301075,0.009305701893093396,0.00917914391721635,0.00907726526858026,0.00898235968919132,0.8919599644421032,0.9060326592774346,0.9207502357584436,0.9370892189258869,0.9605881783883138,
0,Patient_35416,1.0,0.8690941127318305,0.842091878439992,0.8240631414506548,0.8100125338322647,0.7961254109825434,0.7826106701059018,0.7662076983161069,0.7452998129007647,0.7037020217616392,0.0,0.012332213261648746,0.018052920570092626,0.017511595416342354,0.01714812429219643,0.016864153217518343,0.8949958647729709,0.9009232249092981,0.9075368991781058,0.9149078502859819,0.9262615515200784,
0,1331_19_4,1.0,0.8325274387903907,0.8007777521938241,0.7790825594187326,0.7606109448154118,0.7429324327781616,0.7249213293422365,0.7050425972829841,0.6790493002788651,0.638166142195615,0.0,0.004378024193548387,0.005665852102124978,0.005452062177198291,0.005305676631449393,0.005180959789792098,0.92169745445312,0.9283163516037087,0.9370600836478629,0.9466100788187881,0.9598276127443436,
0,Patient_71815,1.0,0.956407079978227,0.9402791073070931,0.9284494247048445,0.9178679355068792,0.9073756029806483,0.8955787675732493,0.8807834525217261,0.8581611201831935,0.8045779604707473,0.0,0.02386962365591398,0.03536015158762254,0.03483690990258301,0.03443990336078871,0.034079046034108836,0.9279499767255486,0.937410976532186,0.9470380778914121,0.9588023424679798,0.975246567395088,
0,Patient_90616,1.0,0.9093371454367617,0.8890978857873749,0.8745391618388383,0.8629899932285005,0.8517793995937101,0.8403430893085546,0.8266119930780227,0.80870513881574,0.776728613347378,0.0,0.0029773745519713264,0.0037536393856963854,0.0036714566691527267,0.0036120519195755596,0.0035649294240323484,0.8155458704030544,0.8308413300602544,0.8444657955418908,0.8614996192842544,0.8867843490959069,
0,788_18,1.0,0.9889800028772838,0.9809811537908215,0.9746367429146885,0.9682491727808948,0.9612286002014099,0.9526111350884765,0.9420515033808086,0.928197381671702,0.898820313623939,0.0,0.007785618279569893,0.011617158325185123,0.011530357909830938,0.011460067044783865,0.011388310192235584,0.9019546964010907,0.9128205128205128,0.9245474825629006,0.9387995634776283,0.9597228836080431,
0,64_19,1.0,0.9143378426486294,0.8895069419722321,0.8725080099679601,0.8575560697757209,0.8422036311854753,0.824937700249199,0.8036222855108579,0.7737184051263795,0.7206301174795301,0.0,0.0025170250896057347,0.0035190299418119226,0.003424769017842243,0.0033600729355353375,0.003303053203135458,0.8710820637915957,0.887112982724793,0.9041706303509738,0.9213119966087325,0.946740719087986,
0,661_19,1.0,0.8881452598498516,0.8666705464703486,0.8529651399639179,0.8407437583658267,0.8290752487924111,0.8158063202001978,0.8015189431414771,0.7815573531979282,0.7431472967467846,0.0,0.0038492383512544804,0.005084722044524054,0.004965484679919296,0.004888989108560476,0.004820551134163414,0.6062514628593314,0.6196211903551617,0.6347651749089736,0.652170745920746,0.6845448697330331,
0,Patient_17516,1.0,0.897265100671141,0.8680704697986578,0.8489932885906041,0.8316610738255034,0.8154865771812081,0.7974328859060402,0.7758053691275167,0.7472818791946308,0.6937919463087249,0.0,0.0066756272401433695,0.009601788891356702,0.009299318453800701,0.009100614669183663,0.00891894800066361,0.8288511059192687,0.8430210901608812,0.8574024625426495,0.875370978203188,0.9026807544533706,
0,1357_19_4,1.0,0.8860253936556339,0.8577982270316948,0.8380041288302997,0.8217316800021589,0.8060933979193934,0.7886335730573584,0.7694196699634342,0.7449030534454144,0.7004709025407149,0.0,0.008301187275985663,0.01178610691064754,0.011418258976832468,0.011159419222188103,0.010946046403285269,0.9728858273486736,0.9777673687204108,0.9825456174509365,0.9870907758050386,0.9923538632106128,
0,349_18_4,1.0,0.9484875995356883,0.9245990343400947,0.9080680930249364,0.894341991752596,0.8808101064574554,0.8665465237598406,0.8500968821560684,0.826858714651563,0.7785441028351016,0.0,0.02479872311827957,0.03870033455836416,0.03780468413977626,0.03717253615396107,0.03664270576801083,0.967163438887098,0.9721759134924777,0.9767709792931651,0.9817822015809853,0.9886493338151201,
0,Patient_51815,1.0,0.9886985291708978,0.9810986995119075,0.9748091853113637,0.9686179447702035,0.9628197988665771,0.9559734005961935,0.9477184132079798,0.9374979526320962,0.9132898745372948,0.0,0.0034192428315412185,0.005111336949418222,0.005075331819941123,0.005044629151609601,0.005014000505656245,0.6359289469698609,0.6519155590304926,0.6689867270961476,0.6927694802837017,0.7349800964859093,
0,Patient_83314,1.0,0.9940418133242865,0.9907128620499555,0.9878927950468598,0.9852423561341758,0.9825283066875875,0.9789661167889403,0.97464060048344,0.9660531784063441,0.9418599720113651,0.0,0.005282482078853046,0.008384205909415667,0.00836448413256071,0.008345560029870696,0.008326817833432462,0.4367059976627587,0.44502491638312436,0.4544969150450878,0.4669331283627978,0.4906769176387416,
0,979_18_4,1.0,0.7618272084898474,0.7328929049883107,0.713743465812078,0.6975097848643254,0.6815387848380572,0.6652919698442302,0.6454858283642859,0.6170506186135701,0.5648427854684914,0.0,0.008528001792114695,0.009119771606354281,0.008782332529979403,0.008558078094687055,0.008367504015793748,0.7545696462068665,0.7667645545094003,0.7803305758879662,0.798195688000136,0.8274362674362674,
0,Patient_123816,1.0,0.9679484990266726,0.9514531607527066,0.9381680953519347,0.9268809125371401,0.9148253133431236,0.9043406987466275,0.8900652300126362,0.8684641917967283,0.8275161367439636,0.0,0.006559363799283154,0.010213101309064283,0.010047841712996608,0.00991241367390232,0.009796818885552292,0.8590808505179436,0.8735526011942071,0.888063515861928,0.9058670561413508,0.9333243456656973,
0,856_19_4,1.0,0.9196576477084484,0.9043499601202528,0.892017915209522,0.8804221117859992,0.8704828517086938,0.8590404319283391,0.8439168047119455,0.8234247499846616,0.78710350328241,0.0,0.003651209677419355,0.005321147652573201,0.005234627808729399,0.0051644670881999975,0.005098294948975305,0.882064034815045,0.8959239825953417,0.9097523066238963,0.9252033641251896,0.946894490164963,
0,Patient_61017,1.0,0.7056586593824482,0.6741919070190943,0.6540264052917705,0.6366192656865108,0.6207118181087812,0.6045633485980557,0.5873436704962374,0.5662140810369299,0.5316676039741839,0.0,0.0041824596774193545,0.004481656842171864,0.004285006460274883,0.004158605983236503,0.004049243654021666,0.6211276664165506,0.6333286575957358,0.6455524813092365,0.6605948884584141,0.6794551490468531,
0,Patient_41117,1.0,0.9936713386727689,0.9896667620137299,0.9869493707093822,0.9845895308924485,0.9823012013729977,0.9802631578947368,0.9775815217391305,0.9733266590389016,0.9651387299771167,0.0,0.0031326164874551973,0.004891025915168833,0.004881754278038649,0.00487403748221876,0.004866274212086639,0.3567736740948522,0.37281912506629317,0.38975609060713623,0.4118928733545166,0.44743734252751627,
0,Patient_64117,1.0,0.9478953778823723,0.9299353853140935,0.9173221031770608,0.9062983836006688,0.8951714456761835,0.8843335191263599,0.8711835015792407,0.8529344976362998,0.8221134988955636,0.0,0.005425739247311828,0.00810278503787929,0.00795350956753509,0.00784807971427875,0.007755642326070861,0.9038100796198257,0.9141503595740594,0.9243658825075568,0.9361504474906537,0.9538911111643392,
0,Patient_74417,1.0,0.93863715667215,0.924181247196052,0.915707093365236,0.9075320273166841,0.8993569612681322,0.8899356961268132,0.8792682318927272,0.8649120183440506,0.8405862120532376,0.0,0.002246975806451613,0.003248136030487974,0.003199080652550335,0.00317027555165297,0.003142376078864906,0.8117520021596328,0.825228806508274,0.8413947719900783,0.8610918114143921,0.8879469222263178,
0,Patient_15817,1.0,0.870681563569201,0.8449299058346201,0.8280043600690344,0.8130469010203772,0.7996941896024465,0.7860235564840887,0.7697489932479487,0.7478123959184909,0.707981348593575,0.0,0.007398521505376344,0.009227232143215268,0.008960757050790092,0.008784844316490186,0.008629058613971218,0.8664195384388276,0.8762425531196733,0.8866200498718328,0.8996794404779251,0.9193221805028603,
0,Patient_24517,1.0,0.9594977245912691,0.9438226866677903,0.9324119332546772,0.9226866677903253,0.9126917242541716,0.9016180684308107,0.8891286027304904,0.8709927524018203,0.834114276082926,0.0,0.006645385304659498,0.010317579994910717,0.010157155945546746,0.010038918047078389,0.009937665172407408,0.8745861261406768,0.8877032857616993,0.9019748653500897,0.9174285866458359,0.9403180755857037,
0,450_19,1.0,0.8468900096061479,0.8139889529298752,0.7915585975024015,0.7729106628242075,0.7508885686839577,0.7321325648414986,0.708597502401537,0.6751320845341018,0.6041666666666666,0.0,0.009327956989247313,0.012157715716755167,0.01169731613468315,0.011381718254258755,0.011118824839988108,0.91747238075676,0.9266261398176292,0.9364457209959217,0.9488810881965775,0.9654980523094046,
0,1274_18,1.0,0.9873981349239688,0.9821333557366491,0.977960738189252,0.9740961662326024,0.9701195776974992,0.9657789352824218,0.960514156095102,0.95292503290487,0.9332941275308746,0.0,0.0039996639784946235,0.005799236768532837,0.005771482154006466,0.005748768826468897,0.005727490406157184,0.691498492923728,0.707556266797973,0.7257511637748625,0.7478023909985936,0.7873511623511623,
