,Ids,Dice_1,Dice_2,Dice_3,Hausdorff95_1,Hausdorff95_2,Hausdorff95_3,Sensitivity_1,Sensitivity_2,Sensitivity_3,Specificity_1,Specificity_2,Specificity_3,Surface_dice_1,Surface_dice_2,Surface_dice_3,Precision_1,Precision_2,Precision_3
0,TCGA-19-5958,0.5719896358925406,0.5149548301803645,0.18527262507026418,26.038433132583073,15.937377450509228,8.774964387392123,0.5596413513369269,0.6233273386777212,0.2559204907213293,0.9932176697838166,0.9940950439306074,0.9978233610065416,0.21948554168524542,0.2867826804951438,0.33043229927683554,0.5848951360999554,0.4386845577114908,0.14519184176908506
0,TCGA-06-2570,0.9032778310522186,0.7405858585858586,0.6181849403279814,3.605551275463989,7.14142842854285,1.4142135623730951,0.9604208184641053,0.8791548755335987,0.9108159392789373,0.9987869035679725,0.9976769864449802,0.9990819604499728,0.7680923973068765,0.49041952652867876,0.9204454407955205,0.8525527625786811,0.6397507940386025,0.4678666580024693
0,TCGA-02-0009,0.8365999501702517,0.5725103672095678,0.21103117505995203,17.378147196982766,17.74823934929885,8.246211251235321,0.8419139155871291,0.6744548286604362,0.4036697247706422,0.9995409964207379,0.9989198862537464,0.999940858770969,0.707943093379562,0.6679412052739208,0.4242086061782545,0.8313526450441528,0.4973373707841704,0.14285714285714285
0,TCGA-02-0069,0.8803019955990591,0.7205664498957993,0.6040133779264214,8.48528137423857,9.433981132056603,5.477225575051661,0.7944709233845564,0.7404024767801858,0.6527396270059275,0.9998249823615926,0.9972439912863483,0.9996056532598117,0.5651542440367955,0.44420239596669275,0.8192277933623202,0.986924935347761,0.7017655401770431,0.5620565168679198
0,TCGA-12-0776,0.7770418656534319,0.4155292912290973,0.6118912458918434,62.369864518050704,56.43580423808985,3.1622776601683795,0.8311179881061128,0.37949471995722495,0.6666666666666666,0.9981378936777293,0.9984965289125425,0.9999118351902836,0.6401760795024534,0.6262110359139677,0.7047477548359858,0.7295727167100332,0.45912509096789844,0.5654334621755936
0,TCGA-12-1094,0.8886833808737427,0.5625110429766669,0.6608885386993151,4.0,8.366600265340756,3.1622776601683795,0.9814959742137447,0.7131074101401919,0.949660337920223,0.9980636221336281,0.9964897843117229,0.9988098493156184,0.6015554219965223,0.5896018514184612,0.6216569387793203,0.8119074789325843,0.46443098151612405,0.5067856478899424
0,TCGA-02-0037,0.8431448845129783,0.5557343689733597,0.7000455731863944,7.483314773547883,10.488088481701515,3.0,0.7649499420883114,0.6054511468853694,0.9213697584383009,0.999290156972106,0.9955325591966666,0.9985366446602177,0.5404848054512735,0.444402227796852,0.7284984336230063,0.9391466110856798,0.5135630093042121,0.5644563220310673
0,TCGA-76-4935,0.9139291747514422,0.6259299839862695,0.3037676964132254,6.164414002968976,8.602325267042627,4.123105625617661,0.9339511715409612,0.8301357613202178,0.43570779810561827,0.9988365996381438,0.995442737956813,0.9975217069434169,0.7002259471433987,0.5161668020862866,0.7520951377393665,0.894747621632139,0.502355212830068,0.23316206082488544
0,TCGA-06-0176,0.9376483262553085,0.6485588282723468,0.6572900017758835,4.0,9.0,8.602325267042627,0.9536168827559924,0.8447979834879813,0.7301349325337332,0.9988489043857857,0.9953085971186212,0.9993013155883121,0.8165072738395323,0.6732727509653701,0.7223346509215876,0.9222057570196789,0.5263032123715563,0.5976618008009301
0,TCGA-12-0616,0.6947771783365626,0.6248608746111624,0.2601015902187508,15.427248620541512,13.0,16.822603841260722,0.6746446956132498,0.6961655043771329,0.16293572113847138,0.9978415882008628,0.9971735727645963,0.9996839288142947,0.25245138645902554,0.33377880835037516,0.274305367245072,0.7161481921449254,0.566805881540798,0.6443657518654357
0,TCGA-06-1084,0.8975307337348973,0.634515173188924,0.7842868405717616,5.385164807134504,8.12403840463596,3.605551275463989,0.8605782221021345,0.7241349153135295,0.7605877268798618,0.9996188880008804,0.9978464523808266,0.9996979678690321,0.790705106800899,0.6559183558418673,0.7182938005918723,0.937799043062201,0.5646352828859137,0.8095103311633173
0,TCGA-76-6193,0.8815216991653696,0.3920439675477624,0.7067901234567902,4.242640687119285,6.6332495807108,4.242640687119285,0.9705564851298105,0.5751362973201259,0.6314338235294118,0.9980627728461111,0.9980149135550209,0.999962132347669,0.6898794163318125,0.7509160591664551,0.7761746524949807,0.8074496508677788,0.2973756302854647,0.802570093457944
0,TCGA-06-0137,0.9491787907839151,0.698574702764647,0.8591451375177285,2.0,8.246211251235321,2.23606797749979,0.9544477049058763,0.8147606716230892,0.890265690738286,0.998776090184852,0.9957998792706647,0.9992891276104771,0.8977612913622844,0.7775330569730963,0.8490256391468691,0.9439677301063439,0.6113897072650912,0.8301268271711092
0,TCGA-19-5954,0.443288848614658,0.11960206747068304,0.0,73.11634564172364,18.867962264113206,32.03123475609393,0.4169496997481759,0.1684276434217735,0.0,0.9918053191962276,0.9928938861503167,0.9987118104780596,0.20864869706443423,0.2967835964148936,0.001985206791372565,0.4731801327803262,0.09272265069585074,0.0
0,TCGA-06-0138,0.8298144618465666,0.5313360025033498,0.7379818103074924,53.150729063673246,7.0710678118654755,6.4031242374328485,0.871659708572264,0.625893160939095,0.8186010760953113,0.9967951870337388,0.9956484987546053,0.999299514338918,0.61843295163446,0.6433738693519135,0.8195157677113056,0.7918028553510164,0.46159958734717205,0.671818325185302
0,TCGA-06-0182,0.9427049561352863,0.6654672260968629,0.8457044241105938,2.23606797749979,8.0,2.0,0.9374010021963528,0.7788328645062682,0.9039621843895316,0.9990043585574298,0.9961026330685877,0.9993165564645794,0.8937173414836869,0.7967881449991909,0.8610963498000284,0.9480692727316039,0.5809107998302104,0.7945011146389246
0,TCGA-02-0086,0.9131033812040069,0.6364672266296044,0.7376130749771532,5.0990195135927845,12.0,8.48528137423857,0.8833177401566984,0.7002469370310571,0.6629052992429653,0.9988734847356724,0.9940309723429649,0.9993640553887387,0.7528044636271275,0.5311262304636095,0.6314509462344637,0.9449678764936452,0.5833359706310526,0.8312983252231543
0,TCGA-06-0187,0.9279694398630688,0.7119630949705124,0.8301527161153855,2.449489742783178,7.0710678118654755,2.449489742783178,0.996664191188108,0.874040786292442,0.7667239158437097,0.9985942578116477,0.9975120214426451,0.9997895495754494,0.8029408860595026,0.7370017150485957,0.8562381561205578,0.8681336161187699,0.600592303663976,0.9050225533424561
